Secondary study DOI,Primary study Scopus EID,Primary study DOI,Title,Abstract,Keywords,Publication venue,Publication date,Publication type,Authors,Ground truth,Reason
10.1016/j.infsof.2022.107144,2-s2.0-85031703882,10.1109/ICMEW.2017.8026229,A fast skip and direction adaptive search algorithm for Sub-Pixel Motion Estimation on HEVC,"Motion Estimation (ME) is one of the most time-consuming parts in video coding loop. It is important to develop fast Sub-Pixel ME (SPME) algorithm which brings higher prediction accuracy as well as higher computational complexity. In this paper, we propose a fast skip and direction adaptive search algorithm for SPME in order to balance the coding performance and complexity. Firstly, a fast skip algorithm is utilized to skip SPME directly in most stationary regions and an error-tolerant algorithm is introduced to avoid over-optimization. Next, a direction adaptive search algorithm with early-termination technique is applied to 1/2-pixel and 1/4-pixel motion search. Experimental results demonstrate the advantage of the proposed algorithm on HEVC reference software HM-16.0, which succeeds in reduction of the total encoding time averagely for up to 42.37% on surveillance videos and 26.60% on conference videos with a negligible coding efficiency loss.",direction adaptive search | HEVC | MVP | Sub-pixel motion estimation,"2017 IEEE International Conference on Multimedia and Expo Workshops, ICMEW 2017",2017-09-05,Conference Paper,"Yan, Jiaying;Tian, Yonghong;Wang, Yaowei;Dong, Siwei;Huang, Tiejun",Include,IC1
10.1016/j.infsof.2022.107144,2-s2.0-0030618696,10.1016/S0006-3207(96)00134-6,A feasibility study of reintroducing wild boar Sus scrofa to Scotland: Are existing woodlands large enough to support minimum viable populations,"The feasibility of reintroducing wild boar Sus scrofa to Scotland was investigated through the identification of a minimum viable population (MVP) and an assessment of suitable woodland habitat that could support such an MVP. A population viability analysis was performed, using the VORTEX software to establish an MVP. The sensitivity of the results to alternative modelling strategies was tested. An initial population of 300 individuals had a probability > 0.95 of surviving 50 years, and was identified as the MVP. Supplementation of the population with unrelated individuals was also simulated, and a range of strategies modelled. With a supplementation level of four animals every 5 years the MVP was reduced to just 10 animals. Based on a review of Sus scrofa ecology, woodland habitats suitable for supporting wild boar were identified. Only woodlands containing some stands of semi-natural origin were considered. The suitability of the three largest woodlands for supporting an MVP was further reviewed at site level. None could be considered optimum habitat for wild boar and none was large enough to support an MVP of 300 animals. The study concluded that the goal of establishing a self-sustaining population of wild boar in Scotland is unrealistic in the short term. Management options that would support a reintroduction programme are discussed.",minimum viable population and Scotland | reintroduction | VORTEX | wild boar,Biological Conservation,1997-07-01,Article,"Howells, O.;Edwards-Jones, G.",Include,IC1
10.1016/j.infsof.2022.107144,2-s2.0-84903690273,10.1109/WICSA.2014.13,A journey through the land of model-view-design patterns,"Every software program that interacts with a user requires a user interface. Model-View-Controller (MVC) is a common design pattern to integrate a user interface with the application domain logic. MVC separates the representation of the application domain (Model) from the display of the application's state (View) and user interaction control (Controller). However, studying the literature reveals that a variety of other related patterns exists, which we denote with Model-View- (MV) design patterns. This paper discusses existing MV patterns classified in three main families: Model-View-Controller (MVC), Model-View-View Model (MVVM), and Model-View-Presenter (MVP). We take a practitioners' point of view and emphasize the essentials of each family as well as the differences. The study shows that the selection of patterns should take into account the use cases and quality requirements at hand, and chosen technology. We illustrate the selection of a pattern with an example of our practice. The study results aim to bring more clarity in the variety of MV design patterns and help practitioners to make better grounded decisions when selecting patterns. © 2014 IEEE.",controller | Design pattern | model | MVC | MVP | MVVM | User interface | view,"Proceedings - Working IEEE/IFIP Conference on Software Architecture 2014, WICSA 2014",2014-01-01,Conference Paper,"Syromiatnikov, Artem;Weyns, Danny",Include,IC1
10.1016/j.infsof.2022.107144,2-s2.0-85069040040,10.1080/12460125.2019.1642081,A Lean Start-up approach for developing minimum viable products in an established company,"The minimum viable product (MVP) is a fundamental concept of the Lean Start-up approach as it enables a company to quickly start the learning process by integrating feedback from early adopters. Although the MVP concept has evolved over the years, its application is most often reported in a start-up context, even though established companies struggle to develop MVPs. This study reports on the experience and lessons learned at Texuna, an established company, where the software product innovation team created a process map for developing MVPs. This is the first study that allows the original MVP approach to be extended and applied to established organisations.",Lean start-up | minimum viable product | product market fit,Journal of Decision Systems,2019-07-03,Article,"Dennehy, Denis;Kasraian, Laleh;O’Raghallaigh, Paidi;Conboy, Kieran;Sammon, Dave;Lynch, Patrick",Include,Yes
10.1016/j.infsof.2022.107144,2-s2.0-79954446562,10.1007/s11265-009-0357-0,A low power reconfigurable analog baseband block for software defined radio,"In this paper, an inverter based transconductor using double CMOS pair is proposed for implementation of a reconfigurable analog baseband block consisting of a variable gain amplifier (VGA) and a second order lowpass G m-C filter. The centre frequency of the filter is varied using current steering DAC. Major contributions of this paper are: proposal for operating the transconductance (G m) stage and current steering DAC in sub-threshold region in order to minimize the power dissipation, design of variable gain amplifier (VGA) using switched G m cells with dummy stages, proposal for a digital tuning technique for the filter based on phase comparison method for compensation against process, voltage and temperature variations. The proposed analog baseband block is designed and implemented on TSMC-0.18∈μm CMOS process with 1.8 V supply using g m/I d design methodology. The post layout simulation results demonstrate the tunability of the centre frequency from 100 KHz to 20 MHz which meets the requirements of zero IF receivers for SDR applications. The third order input intercept point (IIP3) is found to be 15 dBVp for an input signal of 100 mVp. The power dissipated by the baseband block is 1 mW and 5 mW at 100 KHz and 20 MHz respectively and it requires silicon area of 0.173 mm 2. The SFDR over the entire bandwidth is 58 dB. The proposed approach guarantees the upper bound on THD to be-40 dB for 300 mVpp signal swing. The use of inverters with double CMOS pair results in 34 dB higher PSRR compared to those using push pull inverter. © 2009 Springer Science+Business Media, LLC.",Analog baseband filter | Continuous-time filter | Current steering DAC | Double CMOS pair | Reconfigurable filter | Software Defined Radio | Subthreshold,Journal of Signal Processing Systems,2011-02-01,Article,"Ramasamy, S.;Venkataramani, B.",Include,IC1
10.1016/j.infsof.2022.107144,2-s2.0-85097529516,10.1109/UYMS50627.2020.9247024,A Mobile Health Application for Healthy Living: HWOW (Healthier Work for Office Workers),"In this paper, the author shares the knowledge and experiences about a mobile health application named HWOW (Healthier Work for Office Workers) which is designed as a means to support a healthier work for office workers (gold or white-collar employees working relatively inactive at the computer or the desk all day). In this scope, initially, some important definitions and concepts related to electronic health (e-health), mobile health (m-health), and relevant applications are provided. What's more, all-inclusive specifics are provided on the subjects of the answers for the questions of what, how, and why regarding HWOW, the information about HWOW's development process, the results of the polls to decide on the minimum viable product, the differences of HWOW from related applications, and the features of HWOW. Lastly, the current status and plans for HWOW are presented. In the contexts of software engineering for health and mobile health, the author thinks this paper is going to be beneficial for both product developers and relevant researchers.",e-health | health informatics | healthier work for office workers | healthy living | HWOW | m-health,"2020 Turkish National Software Engineering Symposium, UYMS 2020 - Proceedings",2020-10-07,Conference Paper,"Degerli, Mustafa",Exclude,EC1
10.1016/j.infsof.2022.107144,2-s2.0-85061493745,10.1007/978-3-030-11030-7_2,A model-driven method for fast building consistent web services from OpenAPI-compatible models,"Lots of software companies rely on web technologies to test market hypotheses in order to develop viable businesses. They often need to quickly build web services that are at the core of their Minimum Viable Products (MVPs). MVPs must be reliable whereas they are based on specifications and hypotheses that are likely to change. Web services need to be well documented, to make it easy to develop applications that consume them. Model Driven Engineering approaches have been proposed and used to develop and evolve web services on one hand, and document them on the other hand. However, these approaches lack the ability to be suitable for both (i) rapid prototyping, (ii) model verification, (iii) compatibility with common programming languages and (iv) alignment between documentation and implementation. Here we propose a meta-model to express web services, the related tool to verify models consistency and an integration of this approach into the OpenAPI Specification. We adopt a shallow verification process to allow rapid prototyping by developers who are not formal methods experts, while still offering design-time guarantees that improve product quality and development efficiency. Web services are defined using parametric components which enable to express and formally verify web service patterns and to safely reuse them in other contexts. We built a tool to check consistency of extended OpenAPI 3.0 models and associated components implementations in order to generate corresponding web services. This allows us to give flexibility and verification support to developers, even in the context of an incremental development, as illustrated by a case study.",Code generation | Formal verification | Model-driven engineering | OpenAPI 3.0 | Web applications | Web services,Communications in Computer and Information Science,2019-01-01,Conference Paper,"Sferruzza, David;Rocheteau, Jérôme;Attiogbé, Christian;Lanoix, Arnaud",Exclude,EC1
10.1016/j.infsof.2022.107144,2-s2.0-85052012039,10.5220/0006531900150024,A model-driven method for fast building consistent web services in practice,"Nowadays, lots of software companies rely on web technologies to test market hypothesis and develop viable businesses. They often need to quickly build web services that are at the core of their Minimum Viable Products (MVPs). MVPs must be reliable and are based on specifications and hypothesis that are likely to change. Model Driven Engineering approaches have been proposed and used to develop and evolve web services. However, these approaches lack the ability to be suitable for both (i) rapid prototyping, (ii) model verification and (iii) compatibility with common programming languages. Here we propose a meta-model to express web services and the related tool to verify models consistency. We adopt a shallow verification process to allow rapid prototyping by developers who are not formal methods experts, while still offering design-time guarantees that improve product quality and development efficiency. Web services are defined using parametric components which enable to express and formally verify web service patterns and to safely reuse them in other contexts. We built a tool to check consistency of models and associated components implementations in order to generate corresponding web services. This allows us to give flexibility to developers, as well as verification support and an easier onboarding for new developers.",Formal Verifications | Model-driven Engineering | Software Engineering | Web Applications | Web Services,MODELSWARD 2018 - Proceedings of the 6th International Conference on Model-Driven Engineering and Software Development,2018-01-01,Conference Paper,"Sferruzza, David;Rocheteau, Jérôme;Attiogbé, Christian;Lanoix, Arnaud",Include,IC1
10.1016/j.infsof.2022.107144,2-s2.0-85063457137,10.1016/j.physb.2019.02.041,A modern approach to QENS data analysis in Mantid,"Data analysis of Quasi-elastic Neutron Scattering (QENS) experiments often requires multiple steps involving fitting the elastic and quasi-elastic parts of spectra with several empirical functions and analytical models. Parameters of those models can be interdependent and also dependent on the momentum transfer vector Q. Here we present a modern data analysis interface dedicated for QENS data analysis implemented within the open source software Mantid. The interface has been implemented using the state-of-the-art design pattern Model-View-Presenter (MVP). The MVP, an architectural software design pattern, facilitates automated unit tests as well as decoupling of the business logic, presentation logic and the graphical interface. Several models are implemented for analysing both elastic and quasi-elastic parts of the dynamical scattering function S(Q, ω) and intermediate scattering function I(Q, t). To understand the nature of dynamics in a QENS experiments, several models are also implemented for elastic incoherent structure factor (EISF) and jump diffusions. The interface has been validated by analysing a sample of liquid water at room temperature. The nature of hydrogen bond dynamics of the hydrogen bonded organic ferroelectric 2, 4, 5 − Br 3 imidazole, for the first time has been analysed using this newly implemented software. It is found that protons exhibit localised random motion in this material.",Mantid interface | Model-View-Presenter design pattern | Organic ferroelectrics | QENS data analysis | Quasi-elastic Neutron Scattering | Scientific software,Physica B: Condensed Matter,2019-06-15,Article,"Mukhopadhyay, Sanghamitra;Hewer, Brandon;Howells, Spencer;Markvardsen, Anders",Include,IC1
10.1016/j.infsof.2022.107144,2-s2.0-85099761448,10.1109/IEEM45057.2020.9309952,A pilot study of industry 4.0 asset interoperability challenges in an industry 4.0 laboratory,"System integration is a crucial concept in the Industry 4.0 (I4.0) vision, where information processes supporting flexible production are digital. System integration paves the way for leveraging the Industrial Internet of Things, big data analysis, simulation, cloud computing, and augmented reality. The first step towards system integration is to examine the assets (machine software) ability to exchange information in an I4.0 setting. This paper aims to analyze challenges for asset interoperability by conducting asset integration in the University I4.0 laboratory (I4.0 lab). Conducting asset integration has been a part of building an Information Backbone (IB) as a minimum viable product in the I4.0 lab. An IB is a software infrastructure that involves integrating into various assets, e.g., warehouse, transport, and robotic systems, and providing communication among them. The pilot study reveals that the maturity of assets interoperability readiness are at very different levels, e.g. missing external interfaces, poor documentation, and varying technologies. These challenges need to be further addressed to collect architectural requirements for system integration, and establish a common vocabulary and understanding of I4.0 concepts.",Asset interoperability | Challenges | Flexible Robots | IIoT | Industry 4.0 | Information Processing and Engineering | Software infrastructure | System Integration,IEEE International Conference on Industrial Engineering and Engineering Management,2020-12-14,Conference Paper,"Jepsen, S. C.;Mork, T. I.;Hviid, J.;Worm, T.",Exclude,EC1
10.1016/j.infsof.2022.107144,2-s2.0-84964219504,10.1109/CIT/IUCC/DASC/PICOM.2015.214,A simple software development methodology based on mvp for Android applications in a classroom context,"With the world becoming a more mobile place for everyone through the use of smartphones, tablets and laptop computers, the need to help people to get mobile programming skills has never been greater. If anyone wants to become a mobile applications developer, the best approach might just be to learn how to develop and start doing it, and it's ""to learn how to develop"", the really important point. In this paper, we present a simple methodology which takes many features of different programming methodologies and uses its own. The main purpose of our methodology is that professionals in any field, with limited skills in mobile programming, can perform simple Android applications for use in their work environment or undergraduate engineering students can develop amazing apps with a minimum effort.",Android | Developing process or methodology | Learning | Mvp | Prototyping | Simple sequence diagrams,"Proceedings - 15th IEEE International Conference on Computer and Information Technology, CIT 2015, 14th IEEE International Conference on Ubiquitous Computing and Communications, IUCC 2015, 13th IEEE International Conference on Dependable, Autonomic and Secure Computing, DASC 2015 and 13th IEEE International Conference on Pervasive Intelligence and Computing, PICom 2015",2015-12-22,Conference Paper,"Ojeda-Guerra, C. N.",Include,IC1
10.1016/j.infsof.2022.107144,2-s2.0-84991325547,10.1109/VHCIE.2016.7563567,A software framework for developing mathematical model driven virtual human,"Virtual Humans (VH) have many benefits, such as simulating humans when using real humans is difficult, impossible, or dangerous. VHs realism in behavior and response may be improved by mathematical models, which can provide dynamic responses and interactions and have the potential to be widely applied in training and education, such as medical training (e.g. physiological models of blood flow). However, the difficulties of developing mathematical model driven VHs may restrict the application of it, especially in the areas where the professionals do not know how to program (e.g. doctors). We present Mathematical Virtual People (MVP), which is a software framework that may simplify the developing job and encourage the applications of VHs driven by mathematical models, such as the drug reaction models and the cardiovascular system models.",Mathematical Model | Software Framework | Virtual Human,"2016 IEEE Virtual Humans and Crowds for Immersive Environments, VHCIE 2016",2016-09-08,Conference Paper,"Mei, Chao;Quarles, John",Include,IC1
10.1016/j.infsof.2022.107144,2-s2.0-85060018993,10.1109/ICELTICS.2018.8548784,A Tale of Two Development Approach: Empirical Study on the Maintainability and Modularity of Android Mobile Application with Anti-Pattern and Model-View-Presenter Design Pattern,"Software development on mobile devices is overgrowing. However, the software still frequently unstructured developed without any pattern that can facilitate other developers to continue that software development, we called this approach as »anti-pattern.» To overcome the anti-pattern problem and with the goal of improving maintainability, the developer begins to apply various architectural design patterns such as MVC, MVP, and MVVM to the development of Android-based mobile application. In this paper, we compare maintainability and modularity between 2 applications build with design pattern (MVP) and without design pattern or commonly referred as 'anti-pattern' using jHawk 6 as a software metrics tools. Use of jHawk 6 reduced subjectivity of measurements in some of the previous studies that make this research more proven with the use of selected maintainability and modularity metrics from previous qualified studies. In the end, this study proved empirically, use of MVP Design pattern significantly increase modularity by two times. With this results, we strongly recommend the use of the MVP design pattern in android based mobile application development.",Android; Design Pattern | Maintainability | Mobile Application Development | Modularity,"Proceedings - 2nd 2018 International Conference on Electrical Engineering and Informatics, ICELTICs 2018",2018-11-27,Conference Paper,"Prabowo, Ginanjar;Suryotrisongko, Hatma;Tjahyanto, Aris",Include,IC1
10.1016/j.infsof.2022.107144,2-s2.0-84956780221,10.1016/j.jns.2015.09.363,Absence of association between major vault protein (MVP) gene polymorphisms and drug resistance in Chinese Han patients with partial epilepsy,"Drug resistance in epilepsy is common despite many antiepileptic drugs (AEDs) available for treatment. The development of drug resistant epilepsy may be a result of multiple factors. Several previous studies reported that the major vault protein (MVP) was significantly increased in epileptogenic brain tissues resected from patients with partial-onset seizures, indicating the possible involvement of MVP in drug resistance. In this article, we aimed to identify the association between single nucleotide polymorphisms (SNPs) of MVP gene and drug resistance of partial epilepsy in a Chinese Han population. A total of 510 patients with partial-onset seizures and 206 healthy controls were recruited. Among the patients, 222 were drug resistant and 288 were responsive. The selection of tagging SNPs was based on the Hapmap database and Haploview software and the genotyping was conducted on the Sequenom MassARRAY iPLEX platform. For the selected loci rs12149746, rs9938630 and rs4788186 in the MVP gene, there was no significant difference in allele or genotype distribution between the drug resistant and responsive groups, or between all of the patients and healthy controls. Linkage disequilibrium between any two loci was detected but there was no significant difference in haplotype frequency between the drug resistant and responsive groups. Our results suggest that MVP genetic polymorphisms and haplotypes may not be associated with drug resistance of partial epilepsy in the Chinese Han population.",Chinese Han | Drug resistance | Epilepsy | Haplotype | Major vault protein | Polymorphism,Journal of the Neurological Sciences,2015-01-07,Article,"Zhou, Luo;Zhang, Mengqi;Long, Hongyu;Long, Lili;Xie, Yuanyuan;Liu, Zhaoqian;Kang, Jin;Chen, Qihua;Feng, Li;Xiao, Bo",Include,IC1
10.1016/j.infsof.2022.107144,2-s2.0-85089031990,10.23919/CISTI49556.2020.9140904,Accessible Features to Support Visually Impaired People in Game Development: : A Systematic Literature Review of the last 15 years,"This paper presents a systematic review of the literature to investigate best practices for developing digital games for people with visual impairments. The execution of the search protocol that focused on papers published between 2004 and 2019, 17 papers were obtained from two online databases. The selected papers present information about the application of accessibility features that were tested in a minimum viable product applied to people with visual impairments. As a result, it was found that most papers focus on navigation systems, which is a feature used in most digital games, and all of them make use of sound effects. In most of the researched papers, audio is the main instrument to assist the visually impaired player. The development features presented in the systematic review can serve as a basis for developers in the field. Finally, there is still little content in the literature on accessible features available in the context of digital games, which makes it an indispensable research field to explore.",accessibility | component | digital games | game development | visually impaired,"Iberian Conference on Information Systems and Technologies, CISTI",2020-06-01,Conference Paper,"Garcez, Leonardo;Thiry, Marcello;Fernandes, Anita",Include,IC1
