Secondary study DOI,Primary study Scopus EID,Primary study DOI,Title,Abstract,Keywords,Publication venue,Publication date,Publication type,Authors,Ground truth,Reason
10.1016/j.jss.2022.111515,2-s2.0-84855425046,10.1109/ASE.2011.6100133,APIExample: An effective web search based usage example recommendation system for java APIs,"Programmers often learn how to use an API by studying its usage examples. There are many usage examples scattered in web pages on the Internet. However, it often takes programmers much effort to find out the desired examples from a large number of web pages by web search. This paper proposes a tool named APIExample that can extract usage examples for java APIs from web pages on the Internet and recommend them to programmers. Given a java API, the tool collects its related web pages from the Internet, extracts java code snippets and their surrounding descriptive texts embedded in the pages, then assembles them into usage examples for programmers. Furthermore, in order to help programmers capture more kinds of usages of the target API by browsing fewer examples, our tool clusters and ranks the listed examples based on the target API's usage. Besides, as a practical tool, APIExample provides multiple aspects of frequently-used information about using the target API in a concise user interface with friendly user experience. Two kinds of user-interaction style, a web search portal and an Eclipse plug-in, are now both publicly available. © 2011 IEEE.",API | recommendation | usage example | web search,"2011 26th IEEE/ACM International Conference on Automated Software Engineering, ASE 2011, Proceedings",2011-12-01,Conference Paper,"Wang, Lijie;Fang, Lu;Wang, Leye;Li, Ge;Xie, Bing;Yang, Fuqing",Exclude,out of comments scope
10.1016/j.jss.2022.111515,2-s2.0-84855468752,10.1109/ASE.2011.6100151,Automatic assessment of software documentation quality,"In this paper I describe the concept of my dissertation, which aims at adapting the Continuous Quality Monitoring Method (CQMM) for the automated quality assessment of software documentation using a developed document quality analysis framework and software document quality rules which represent best practices for software documentation. © 2011 IEEE.",continuous quality monitoring | quality model | software documentation | tool-based approach,"2011 26th IEEE/ACM International Conference on Automated Software Engineering, ASE 2011, Proceedings",2011-12-01,Conference Paper,"Dautovic, Andreas",Exclude,Not a full paper
10.1016/j.jss.2022.111515,2-s2.0-79953107914,10.1145/1950365.1950377,Specifying and checking semantic atomicity for multithreaded programs,"In practice, it is quite difficult to write correct multithreaded programs due to the potential for unintended and nondeterministic interference between parallel threads. A fundamental correctness property for such programs is atomicity-a block of code in a program is atomic if, for any parallel execution of the program, there is an execution with the same overall program behavior in which the block is executed serially. We propose semantic atomicity, a generalization of atomicity with respect to a programmer-defined notion of equivalent behavior. We propose an assertion framework in which a programmer can use bridge predicates to specify noninterference properties at the level of abstraction of their application. Further, we propose a novel algorithm for systematically testing atomicity specifications on parallel executions with a bounded number of interruptions- i.e. atomic blocks whose execution is interleaved with that of other threads. We further propose a set of sound heuristics and optional user annotations that increase the efficiency of checking atomicity specifications in the common case where the specifications hold. We have implemented our assertion framework for specifying and checking semantic atomicity for parallel Java programs, and we have written semantic atomicity specifications for a number of benchmarks. We found that using bridge predicates allowed us to specify the natural and intended atomic behavior of a wider range of programs than did previous approaches. Further, in checking our specifications, we found several previously unknown bugs, including in the widely-used java.util.concurrent library. Copyright © 2011 ACM.",Algorithms | Reliability | Verification,International Conference on Architectural Support for Programming Languages and Operating Systems - ASPLOS,2011-03-31,Conference Paper,"Burnim, Jacob;Necula, George;Sen, Koushik",Exclude,out of comments scope
10.1016/j.jss.2022.111515,2-s2.0-79953069556,10.1145/1950365.1950396,S2E: A platform for in-vivo multi-path analysis of software systems,"This paper presents S2E, a platform for analyzing the properties and behavior of software systems. We demonstrate S2E's use in developing practical tools for comprehensive performance profiling, reverse engineering of proprietary software, and bug finding for both kernel-mode and user-mode binaries. Building these tools on top of S2E took less than 770 LOC and 40 person-hours each. S2E's novelty consists of its ability to scale to large real systems, such as a full Windows stack. S 2E is based on two new ideas: selective symbolic execution, a way to automatically minimize the amount of code that has to be executed symbolically given a target analysis, and relaxed execution consistency models, a way to make principled performance/precision trade-offs in complex analyses. These techniques give S2E three key abilities: to simultaneously analyze entire families of execution paths, instead of just one execution at a time; to perform the analyses in-vivo within a real software stack-user programs, libraries, kernel, drivers, etc.-instead of using abstract models of these layers; and to operate directly on binaries, thus being able to analyze even proprietary software. Conceptually, S2E is an automated path explorer with modular path analyzers: the explorer drives the target system down all execution paths of interest, while analyzers check properties of each such path (e.g., to look for bugs) or simply collect information (e.g., count page faults). Desired paths can be specified in multiple ways, and one can either combine existing analyzers to build a custom analysis tool, or write new analyzers using the S2E API. Copyright © 2011 ACM.",Performance | Reliability | Security | Verification,International Conference on Architectural Support for Programming Languages and Operating Systems - ASPLOS,2011-03-31,Conference Paper,"Chipounov, Vitaly;Kuznetsov, Volodymyr;Candea, George",Exclude,out of comments scope
10.1016/j.jss.2022.111515,2-s2.0-79953070187,10.1145/1950365.1950398,Ensuring operating system kernel integrity with OSck,"Kernel rootkits that modify operating system state to avoid detection are a dangerous threat to system security. This paper presents OSck, a system that discovers kernel rootkits by detecting malicious modifications to operating system data. OSck integrates and extends existing techniques for detecting rootkits, and verifies safety properties for large portions of the kernel heap with minimal overhead. We deduce type information for verification by analyzing unmodified kernel source code and in-memory kernel data structures. High-performance integrity checks that execute concurrently with a running operating system create data races, and we demonstrate a deterministic solution for ensuring kernel memory is in a consistent state. We introduce two new classes of kernel rootkits that are undetectable by current systems, motivating the need for the OSck API that allows kernel developers to conveniently specify arbitrary integrity properties. Copyright © 2011 ACM.",Rootkit detection,International Conference on Architectural Support for Programming Languages and Operating Systems - ASPLOS,2011-03-31,Conference Paper,"Hofmann, Owen S.;Dunn, Alan M.;Kim, Sangman;Roy, Indrajit;Witchel, Emmett",Exclude,out of comments scope
10.1016/j.jss.2022.111515,2-s2.0-79953089159,10.1145/1950365.1950404,Synthesizing concurrent schedulers for irregular algorithms,"Scheduling is the assignment of tasks or activities to processors for execution, and it is an important concern in parallel programming. Most prior work on scheduling has focused either on static scheduling of applications in which the dependence graph is known at compile-time or on dynamic scheduling of independent loop iterations such as in OpenMP. In irregular algorithms, dependences between activities are complex functions of runtime values so these algorithms are not amenable to compile-time analysis nor do they consist of independent activities. Moreover, the amount of work can vary dramatically with the scheduling policy. To handle these complexities, implementations of irregular algorithms employ carefully handcrafted, algorithm-specific schedulers but these schedulers are themselves parallel programs, complicating the parallel programming problem further. In this paper, we present a flexible and efficient approach for specifying and synthesizing scheduling policies for irregular algorithms. We develop a simple compositional specification language and show how it can concisely encode scheduling policies in the literature. Then, we show how to synthesize efficient parallel schedulers from these specifications. We evaluate our approach for five irregular algorithms on three multicore architectures and show that (1) the performance of some algorithms can improve by orders of magnitude with the right scheduling policy, and (2) for the same policy, the overheads of our synthesized schedulers are comparable to those of fixed-function schedulers. Copyright © 2011 ACM.",Amorphous data-parallelism | Irregular programs | Multicore processors | Optimistic parallelization | Program synthesis | Scheduling,International Conference on Architectural Support for Programming Languages and Operating Systems - ASPLOS,2011-03-31,Conference Paper,"Nguyen, Donald;Pingali, Keshav",Exclude,out of comments scope
10.1016/j.jss.2022.111515,2-s2.0-79960369467,10.1007/978-3-642-22110-1_21,Symbolic algorithms for qualitative analysis of Markov decision processes with Büchi objectives,"We consider Markov decision processes (MDPs) with ω-regular specifications given as parity objectives. We consider the problem of computing the set of almost-sure winning states from where the objective can be ensured with probability 1. The algorithms for the computation of the almost-sure winning set for parity objectives iteratively use the solutions for the almost-sure winning set for Büchi objectives (a special case of parity objectives). Our contributions are as follows: First, we present the first subquadratic symbolic algorithm to compute the almost-sure winning set for MDPs with Büchi objectives; our algorithm takes O(n·√m) symbolic steps as compared to the previous known algorithm that takes O(n2) symbolic steps, where n is the number of states and m is the number of edges of the MDP. In practice MDPs often have constant out-degree, and then our symbolic algorithm takes O(n·√n) symbolic steps, as compared to the previous known O(n2) symbolic steps algorithm. Second, we present a new algorithm, namely win-lose algorithm, with the following two properties: (a) the algorithm iteratively computes subsets of the almost-sure winning set and its complement, as compared to all previous algorithms that discover the almost-sure winning set upon termination; and (b) requires O(n·√K) symbolic steps, where K is the maximal number of edges of strongly connected components (scc's) of the MDP. The win-lose algorithm requires symbolic computation of scc's. Third, we improve the algorithm for symbolic scc computation; the previous known algorithm takes linear symbolic steps, and our new algorithm improves the constants associated with the linear number of steps. In the worst case the previous known algorithm takes 5·n symbolic steps, whereas our new algorithm takes 4·n symbolic steps. © 2011 Springer-Verlag.",,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),2011-07-20,Conference Paper,"Chatterjee, Krishnendu;Henzinger, Monika;Joglekar, Manas;Shah, Nisarg",Exclude,out of comments scope
10.1016/j.jss.2022.111515,2-s2.0-79960380351,10.1007/978-3-642-22110-1_43,Formalization and automated verification of RESTful behavior,"REST is a software architectural style used for the design of highly scalable web applications. Interest in REST has grown rapidly over the past decade, spurred by the growth of open web APIs. On the other hand, there is also considerable confusion surrounding REST: many examples of supposedly RESTful APIs violate key REST constraints. We show that the constraints of REST and of RESTful HTTP can be precisely formulated within temporal logic. This leads to methods for model checking and run-time verification of RESTful behavior. We formulate several relevant verification questions and analyze their complexity. © 2011 Springer-Verlag.",,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),2011-07-20,Conference Paper,"Klein, Uri;Namjoshi, Kedar S.",Exclude,out of comments scope
10.1016/j.jss.2022.111515,2-s2.0-79960374829,10.1007/978-3-642-22110-1_44,Linear completeness thresholds for bounded model checking,"Bounded model checking is a symbolic bug-finding method that examines paths of bounded length for violations of a given LTL formula. Its rapid adoption in industry owes much to advances in SAT technology over the past 10-15 years. More recently, there have been increasing efforts to apply SAT-based methods to unbounded model checking. One such approach is based on computing a completeness threshold: a bound k such that, if no counterexample of length k or less to a given LTL formula is found, then the formula in fact holds over all infinite paths in the model. The key challenge lies in determining sufficiently small completeness thresholds. In this paper, we show that if the Büchi automaton associated with an LTL formula is cliquey, i.e., can be decomposed into clique-shaped strongly connected components, then the associated completeness threshold is linear in the recurrence diameter of the Kripke model under consideration. We moreover establish that all unary temporal logic formulas give rise to cliquey automata, and observe that this group includes a vast range of specifications used in practice, considerably strengthening earlier results, which report manageable thresholds only for elementary formulas of the form Fp and Gq . © 2011 Springer-Verlag.",,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),2011-07-20,Conference Paper,"Kroening, Daniel;Ouaknine, Joël;Strichman, Ofer;Wahl, Thomas;Worrell, James",Exclude,out of comments scope
10.1016/j.jss.2022.111515,2-s2.0-79960344307,10.1007/978-3-642-22110-1_45,Interpolation-based software verification with Wolverine,"Wolverine is a software verification tool using Craig interpolation to compute invariants of ANSI-C and C++ programs. The tool is an implementation of the lazy abstraction approach, generating a reachability tree by unwinding the transition relation of the input program and annotating its nodes with interpolants representing safe states. Wolverine features a built-in interpolating decision procedure for equality logic with uninterpreted functions which provides limited support for bit-vector operations. In addition, it provides an API enabling the integration of other interpolating decision procedures, making it a valuable source of benchmarks and allowing it to take advantage of the continuous performance improvements of SMT solvers. We evaluate the performance of Wolverine by comparing it to the predicate abstraction-based verifier SatAbs on a number of verification conditions of Linux device drivers. © 2011 Springer-Verlag.",,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),2011-07-20,Conference Paper,"Kroening, Daniel;Weissenbacher, Georg",Exclude,out of comments scope
10.1016/j.jss.2022.111515,2-s2.0-79960378440,10.1007/978-3-642-22110-1_46,Synthesizing biological theories,"Studies of biological systems are often facilitated by diagram ""models"" that summarize the current understanding of underlying mechanisms. The increasing complexity of our understanding of biology necessitates computational models that can extend these representations to include their dynamic behavior. We present here a new tool we call Synthesizing Biological Theories which enables biologists and modelers to construct high-level theories and models of biological systems, capturing biological hypotheses, inferred mechanisms, and experimental results within the same framework. Among the key features of the tool are convenient ways to represent several competing theories and the interactive nature of building and running the models using an intuitive, rigorous scenario-based visual language. The definition of the modeling language is geared towards enabling formal verification and analysis. © 2011 Springer-Verlag.",,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),2011-07-20,Conference Paper,"Kugler, Hillel;Plock, Cory;Roberts, Andy",Exclude,out of comments scope
10.1016/j.jss.2022.111515,2-s2.0-79960369704,10.1007/978-3-642-22110-1_54,Analyzing unsynthesizable specifications for high-level robot behavior using LTLMoP,"Recent work in robotics has applied formal verification tools to automatically generate correct-by-construction controllers for autonomous robots. However, when it is not possible to create such a controller, these approaches do not provide the user with feedback on the source of failure, making the experience of debugging a specification somewhat ad hoc and unstructured, and a source of frustration for the user. This paper describes an extension to the LTLMoP toolkit for robot mission planning that encloses the control-generation process in a layer of automated reasoning to identify the cause of failure, and targets the user's attention to flawed portions of the specification. © 2011 Springer-Verlag.",GR(1) | LTL | robot control | synthesis | unrealizability | unsatisfiability,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),2011-07-20,Conference Paper,"Raman, Vasumathi;Kress-Gazit, Hadas",Exclude,out of comments scope
10.1016/j.jss.2022.111515,2-s2.0-80155122734,10.1145/1978802.1978811,Coverage problems in sensor networks: A survey,"Sensor networks, which consist of sensor nodes each capable of sensing environment and transmitting data, have lots of applications in battlefield surveillance, environmental monitoring, industrial diagnostics, etc. Coverage which is one of the most important performance metrics for sensor networks reflects how well a sensor field is monitored. Individual sensor coverage models are dependent on the sensing functions of different types of sensors, while network-wide sensing coverage is a collective performance measure for geographically distributed sensor nodes. This article surveys research progress made to address various coverage problems in sensor networks. We first provide discussions on sensor coverage models and design issues. The coverage problems in sensor networks can be classified into three categories according to the subject to be covered. We state the basic coverage problems in each category, and review representative solution approaches in the literature. We also provide comments and discussions on some extensions and variants of these basic coverage problems. © 2011 ACM.",Coverage | Network coverage control | Network protocol design | Sensor coverage model | Sensor networks,ACM Computing Surveys,2011-10-01,Article,"Wang, Bang",Exclude,out of comments scope
10.1016/j.jss.2022.111515,2-s2.0-82955242465,10.1049/ic.2011.0014,An empirical evaluation of requirement engineering techniques for collaborative systems,"A collaborative system is a distributed software which allows several users to work together and carry out collaboration, communication and coordination tasks. To perform these tasks, the users have to be aware of other user's actions, usually by means of a set of awareness techniques. When we are defining a collaborative system, the awareness techniques can be considered as non-functional requirements bounded to some quality factors, such as usability. However, serious flaws can be found during the specification of these systems if we use the usual Requirement Engineering techniques available, because their expressiveness limitations when dealing with non-functional requirements. In this paper an empirical evaluation is introduced to determine if these techniques are really appropriate to model groupware requirements and which is the best approach to specify this kind of systems. With this aim, a collaborative text editor is used to evaluate whether the current techniques for Requirement Engineering are appropriated or not, exploiting the relation between awareness capabilities and standard quality factors.",,IET Seminar Digest,2011-12-12,Conference Paper,"Teruel, M. A.;Navarro, E.;López-Jaquero, V.;Montero, F.;González, P.",Exclude,out of comments scope
10.1016/j.jss.2022.111515,2-s2.0-80052475889,10.1007/s10664-010-9152-6,Using grounded theory to study the experience of software development,"Grounded Theory is a research method that generates theory from data and is useful for understanding how people resolve problems that are of concern to them. Although the method looks deceptively simple in concept, implementing Grounded Theory research can often be confusing in practice. Furthermore, despite many papers in the social science disciplines and nursing describing the use of Grounded Theory, there are very few examples and relevant guides for the software engineering researcher. This paper describes our experience using classical (i.e., Glaserian) Grounded Theory in a software engineering context and attempts to interpret the canons of classical Grounded Theory in a manner that is relevant to software engineers.We providemodel to help the software engineering researchers interpret the often fuzzy definitions found in Grounded Theory texts and share our experience and lessons learned during our research. We summarize these lessons learned in a set of fifteen guidelines. © Springer Science+Business Media, LLC 2011.",Empirical software engineering research | Grounded theory | Qualitative research | Theory generation,Empirical Software Engineering,2011-08-01,Article,"Adolph, S.;Hall, W.;Kruchten, P.",Exclude,out of comments scope
10.1016/j.jss.2022.111515,2-s2.0-79953175945,10.1007/s10664-010-9150-8,A field study of API learning obstacles,"Large APIs can be hard to learn, and this can lead to decreased programmer productivity. But what makes APIs hard to learn? We conducted a mixed approach, multi-phased study of the obstacles faced by Microsoft developers learning a wide variety of new APIs. The study involved a combination of surveys and in-person interviews, and collected the opinions and experiences of over 440 professional developers. We found that some of the most severe obstacles faced by developers learning new APIs pertained to the documentation and other learning resources. We report on the obstacles developers face when learning new APIs, with a special focus on obstacles related to API documentation. Our qualitative analysis elicited five important factors to consider when designing API documentation: documentation of intent; code examples; matching APIs with scenarios; penetrability of the API; and format and presentation. We analyzed how these factors can be interpreted to prioritize API documentation development efforts © 2010 Springer Science+Business Media, LLC.",Application programming interfaces | Documentation | Programming | Software libraries,Empirical Software Engineering,2011-12-01,Article,"Robillard, Martin P.;Deline, Robert",Include,
