Secondary study DOI,Primary study Scopus EID,Primary study DOI,Title,Abstract,Keywords,Publication venue,Publication date,Publication type,Authors,Ground truth,Reason
10.1016/j.infsof.2022.107145,2-s2.0-85106942746,10.1016/j.jmsy.2021.05.004,Construction method of shop-floor digital twin based on MBSE,"© 2021 The Society of Manufacturing EngineersDigital twin (DT) technology is essential for achieving the fusion of virtual-real cyber-physical systems. Academics and companies have made great strides in the theoretical research and case studies of constructing the shop-floor digital twin (SDT), which is the premise of applying DT technology on the shop floor. A shop floor is a large complex system that involves many elements including people, machines, materials, methods, and the environment and processes, such as the technical flow, business process, logistics, and control flow. However, most of the developed cases lack a hierarchical, structured and modularized implementation framework for the development of an SDT system, which leads to problems such as a low reuse rate of the system blocks, lack of scalability, and high upgrade and maintenance costs. In response to these issues, we propose a construction method of the DT for the shop floor based on model-based systems engineering from the perspective of the system. In this method, a comprehensive DT model for the shop floor is gradually constructed by using system modeling language, the modeling method “MagicGrid,” and the “V model” of systems engineering. The model includes four dimensions of the shop-floor requirements, structure, behavior, and parameters, as well as three stages (the problem domain, solution domain, and implementation domain), and connects nine steps of the “V model,” including the system requirements, system architecture, subsystem implementation, subsystem integration, and system verification. Then, based on an example of a real NC machining shop floor, subsystems including a visualization system, synchronization system, and simulation system, are discussed. Finally, the functions of the integrated systems are verified based on the requirements, including the real-time synchronization of “man, machine, material, and method” and the transient simulation in real time. The numerical indicators of the integrated system are verified, including the model completeness and synchronization timeliness.",Cyber-physical production system | Digital twin | MagicGrid | Model-based systems engineering | Shop-floor digital twin | System modeling language,Journal of Manufacturing Systems,2021-07-01,Article,"Liu, Juan;Liu, Jianhua;Zhuang, Cunbo;Liu, Ziwen;Miao, Tian",Include,
10.1016/j.infsof.2022.107145,2-s2.0-85083837378,10.1016/j.jmsy.2020.04.012,Digital twin-based designing of the configuration motion control and optimization model of a flow-type smart manufacturing system,"© 2020 The Society of Manufacturing EngineersDigital twins can achieve hardware-in-the-loop simulation of both physical equipment and cyber model, which could be used to avoid the considerable cost of manufacturing system reconfiguration if the design deficiencies are found in the deployment process of the traditional irreversible design approach. Based on the digital twin technology, a quad-play CMCO (i.e., Configuration design-Motion planning-Control development-Optimization decoupling) design architecture is put forward for the design of the flow-type smart manufacturing system in the Industry 4.0 context. The iteration logic of the CMCO design model is expounded. Two key enabling technologies for enabling the customized and software-defined design of flow-type smart manufacturing systems are presented, including the generalized encapsulation of the quad-play CMCO model and the digital twin technique. A prototype of a digital twin-based manufacturing system design platform, named Digital Twin System, is presented based on the CMCO model. The digital twin-based design platform is verified with a case study of the hollow glass smart manufacturing system. The result shows that the Digital Twin System-based design approach is feasible and efficient.",Cyber-physical systems | Digital twin | Industry 4.0 | Manufacturing system design | Smart manufacturing,Journal of Manufacturing Systems,2021-01-01,Article,"Liu, Qiang;Leng, Jiewu;Yan, Douxi;Zhang, Ding;Wei, Lijun;Yu, Ailin;Zhao, Rongli;Zhang, Hao;Chen, Xin",Include,
10.1016/j.infsof.2022.107145,2-s2.0-85088562007,10.1016/j.jmsy.2020.07.013,Digital twin-based industrial cloud robotics: Framework control approach and implementation,"© 2020 The Society of Manufacturing EngineersIndustrial cloud robotics (ICR) integrates cloud computing with industrial robots (IRs). The capabilities of industrial robots can be encapsulated as cloud services and used for ubiquitous manufacturing. Currently, the digital models for process simulation, path simulation, etc. are encapsulated as cloud services. The digital models in the cloud may not reflect the real state of the physical robotic manufacturing systems due to inaccurate or delayed condition update and therefore result in inaccurate simulation and robotic control. Digital twin can be used to realize fine sensing control of the physical manufacturing systems by a combination of high-fidelity digital model and sensory data. In this paper, we propose a framework of digital twin-based industrial cloud robotics (DTICR) for industrial robotic control and its key methodologies. The DTICR is divided into physical IR, digital IR, robotic control services, and digital twin data. First, the robotic control capabilities are encapsulated as Robot Control as-a-Service (RCaaS) based on manufacturing features and feature-level robotic capability model. Then the available RCaaSs are ranked and parsed. After manufacturing process simulation with digital IR models, RCaaSs are mapped to physical robots for robotic control. The digital IR models are connected to the physical robots and updated by sensory data. A case is implemented to demonstrate the workflow of DTICR. The results show that DTICR is capable to synchronize and merge digital IRs and physical IRs effectively. The bidirectional interaction between digital IRs and physical IRs enables fine sensing control of IRs. The proposed DTICR is also flexible and extensible by using ontology models.",Cloud service | Digital twin | Industrial cloud robotics | Robotic control,Journal of Manufacturing Systems,2021-01-01,Article,"Xu, Wenjun;Cui, Jia;Li, Lan;Yao, Bitao;Tian, Sisi;Zhou, Zude",Exclude,
10.1016/j.infsof.2022.107145,2-s2.0-85086516808,10.1016/j.jmsy.2020.05.011,Digital twin-based assembly data management and process traceability for complex products,"© 2020 The Society of Manufacturing EngineersComplex products such as satellites, missiles, and aircraft typically have demanding requirements for dynamic data management and process traceability. The assembly process for these complex products involves high complexity, strong dynamics, many uncertainties, and frequent rework and repair, especially in the model development stage. Achieving assembly data management and process traceability for complex products has always been a challenge. A recently proposed solution involves one-to-one mapping of the corresponding physical entity, also known as the digital twin method. This paper proposes a digital twin-based assembly data management and process traceability approach for complex products. First, the dynamic evolutionary process of complex product assembly data was analyzed from three dimensions: granularity, period and version. Then, a framework of digital twin-based assembly data management and process traceability for complex products was constructed. Some core techniques are: 1) workflow-based product assembly data organization and version management; 2) synchronous modeling of the product assembly process based on digital twin; and 3) hierarchical management and traceability of product assembly data based on digital twin. On this basis, an algorithm flowchart for generating a product assembly data package was created, which includes product assembly data management, assembly process traceability, and generation of a product assembly data package. Furthermore, the Digital Twin-based Assembly Process Management and Control System (DT-APMCS) was designed to verify the efficiency of the proposed approach. Some aerospace-related assembly enterprises are currently using DT-APMCS and achieving satisfactory results. Finally, a summary of our work is given, and the future research work is also discussed.",Complex product | Data Management | Digital twin | Process traceability | Product data package | Workflow,Journal of Manufacturing Systems,2021-01-01,Article,"Zhuang, Cunbo;Gong, Jingcheng;Liu, Jianhua",Exclude,
10.1016/j.infsof.2022.107145,2-s2.0-85106227239,10.1016/j.jmsy.2021.05.007,Bi-level dynamic scheduling architecture based on service unit digital twin agents,"© 2021Pure reactive scheduling is one of the core technologies to solve the complex dynamic disturbance factors in real-time. The emergence of CPS, digital twin, cloud computing, big data and other new technologies based on the industrial Internet enables information acquisition and pure reactive scheduling more practical to some extent. However, how to build a new architecture to solve the problems which traditional dynamic scheduling methods cannot solve becomes a new research challenge. Therefore, this paper designs a new bi-level distributed dynamic workshop scheduling architecture, which is based on the workshop digital twin scheduling agent and multiple service unit digital twin scheduling agents. Within this architecture, scheduling a physical workshop is decomposed to the whole workshop scheduling in the first level and its service unit scheduling in the second level. On the first level, the whole workshop scheduling is executed by its virtual workshop coordination (scheduling) agent embedded with the workshop digital twin consisting of multi-service unit digital twins. On the second level, each service unit scheduling coordinated by the first level scheduling is executed in a distributed way by the corresponding service unit scheduling agent associated with its service unit digital twin. The benefits of the new architecture include (1) if a dynamic scheduling only requires a single service unit scheduling, it will then be performed in the corresponding service unit scheduling without involving other service units, which will make the scheduling locally, simply and robustly. (2) when a dynamic scheduling requires changes in multiple service units in a coordinated way, the first level scheduling will be executed and then coordinate the second level service unit scheduling accordingly. This divide-and-then-conquer strategy will make the scheduling easier and practical. The proposed architecture has been tested to illustrate its feasibility and practicality.",Bi-level dynamic scheduling architecture | Digital twin agent | Divide-and-then-conquer strategy | Pure reactive scheduling | Service unit,Journal of Manufacturing Systems,2021-07-01,Article,"Zhang, Jian;Deng, Tingming;Jiang, Haifan;Chen, Haojie;Qin, Shengfeng;Ding, Guofu",Exclude,
10.1016/j.infsof.2022.107145,2-s2.0-85105694098,10.1016/j.mechmachtheory.2021.104346,Development of a passive biped robot digital twin using analysis experiments and a multibody simulation environment,"© 2021This paper presents a unified framework for the design and development of a passive biped robot and of its digital twin. A serial procedure is followed starting from the system's physical description, continuing to the dynamic analysis of independent models, and concluding with an experimental validation. The biped's mechanical model is tailored to preserve passive walker key functionalities without sacrificing design simplicity. The mechanical model gives rise to a mathematical model that describes the biped's gait, and to a multibody dynamics model of the biped. A passive biped robot prototype is developed based on the model. The prototype is equipped with a wireless sensor measuring system to enable data acquisition. The highlight of this work is the high degree of coincidence achieved between the passive response of the numerically simulated mathematical model, the response obtained by a multibody dynamics simulation, and the experimentally obtained response of the physical passive walking robot. This finding verifies the simulation methods used and encourages the use of a carefully designed digital twin in the design iterations involved in the development of walking robots.",Design methodology | Digital twin | Experimental validation | Multibody dynamics | Passive bipedal walking | Simulation design,Mechanism and Machine Theory,2021-09-01,Article,"Vasileiou, Christos;Smyrli, Aikaterini;Drogosis, Anargyros;Papadopoulos, Evangelos",Exclude,
10.1016/j.infsof.2022.107145,2-s2.0-85088824345,10.1016/j.rcim.2020.102042,Development of an edge computing-based cyber-physical machine tool,"© 2020 Elsevier LtdDigital twin is a virtual model that represents physical entities in a digital manner. By leveraging means of data to simulate the behavior of physical entities in the real environment, the functions of physical entities can be optimized and expanded, through virtual and real interaction feedback, data fusion, decision making, and optimization. Despite numerous researches on digital twin concept and its applications, scarcely any discusses about the computation efficiency of the twin established. In order to shorten the latency of mapping and reduce the high computation workload in the cloud, this paper develops a cyber-physical machine tool based on edge computing techniques, to realize remote sensing, real-time monitoring and scalable high-performance digital twin application. Furthermore, a novel edge computing algorithm is proposed to detect the abnormality of the edge data from two aspects: the unary outliers of the edge data itself and the multivariate parameter correlation among edge devices. The effectiveness of the application platform of the cyber-physical machine tool developed is verified by the prototype system and edge algorithm experiment.",Digital twin | Edge computing | Machine tool | Mapping,Robotics and Computer-Integrated Manufacturing,2021-02-01,Article,"Zhang, Jian;Deng, Changyi;Zheng, Pai;Xu, Xun;Ma, Zhentao",Include,
10.1016/j.infsof.2022.107145,,10.17605/OSF.IO/QH3V7,A low-cost mobile real-time kinematic geolocation service for engineering and research applications Specifications table,REMOVED TO COMPLY WITH COPYRIGHT,REMOVED TO COMPLY WITH COPYRIGHT,,0,,André Broekman and Johannes Gräbe,Exclude,
10.1016/j.infsof.2022.107145,2-s2.0-85103687812,10.1016/j.fusengdes.2021.112517,Automated maintenance feasibility testing on the EU DEMO Automated Inspection and Maintenance Test Unit (AIM-TU),"© 2021 The AuthorsIn order to reach commercially-relevant availability, future fusion power plants must minimise the duration of maintenance shutdowns. However, as radiation levels increase, so too will the number of maintenance tasks that must be performed without human access. To meet these conflicting constraints, remote maintenance systems must therefore significantly increase their capabilities, performing tasks faster and in parallel. Unfortunately, the current teleoperation-based maintenance approach is inherently limited in these regards. Automation emerges as a potential solution, having demonstrated dramatic productivity gains in manufacturing across the world. The European DEMO project has begun to explore the feasibility of automated maintenance as a route to meeting the challenging availability targets. To this end, the Automated Inspection and Maintenance Test Unit (AIM-TU) has been designed and constructed, providing a highly versatile test platform able to adapt to evolving R&D programmes. It consists of a modular robot cell equipped with two robot arms mounted on linear rails, interchangeable end-of-arm-tooling, a variety of vision sensors and a fully integrated safety system. The hardware is supported by a modular software architecture, which permits different control input modes and provides a digital twin simulation of the cell for virtual verification and validation of control algorithms. This paper provides an overview of the system's capabilities and reports on the first automated maintenance feasibility tests performed on the cell: automatic replacement of JET reactor tiles and automatic contactless inspection of tile anomalies.",Automation | Maintenance | Remote | Robotics,Fusion Engineering and Design,2021-09-01,Article,"Jimenez, S.;Bookless, D.;Nath, R.;Leong, W. J.;Kotaniemi, J.;Tikka, P.",Include,
10.1016/j.infsof.2022.107145,2-s2.0-85070405066,10.1016/j.rcim.2019.101849,A proactive material handling method for CPS enabled shop-floor,"© 2019 Elsevier LtdCyber physical system (CPS) enables companies to keep high traceability and controllability in manufacturing for better quality and improved productivity. However, several challenges including excessively long waiting time and a serious waste of energy still exist on the shop-floor where limited buffer exists for each machine (e.g., shop-floor that manufactures large-size products). The production logistics tasks are released after work-in-processes (WIPs) are processed, and the machines will be occupied before trolleys arrival when using passive material handling strategy. To address this issue, a proactive material handling method for CPS enabled shop-floor (CPS-PMH) is proposed. Firstly, the manufacturing resources (machines and trolleys) are made smart by applying CPS technologies so that they are able to sense, act, interact and behave within a smart environment. Secondly, a shop-floor digital twin model is created, aiming to reflect their status just like real-life objects, and key production performance indicators can be analysed timely. Then, a time-weighted multiple linear regression method (TWMLR) is proposed to forecast the remaining processing time of WIPs. A proactive material handling model is designed to allocate smart trolleys optimally. Finally, a case study from Southern China is used to validate the proposed method and results show that the proposed CPS-PMH can largely reduce the total non-value-added energy consumption of manufacturing resources and optimize the routes of smart trolleys.",Cyber physical system (CPS) | Large-size product | Material handling | Prediction model | Remaining processing time | Shop-floor,Robotics and Computer-Integrated Manufacturing,2020-02-01,Article,"Wang, W.;Zhang, Yingfeng;Zhong, R. Y.",Include,
10.1016/j.infsof.2022.107145,2-s2.0-85087690907,10.1016/j.jmsy.2020.06.012,A digital twin to train deep reinforcement learning agent for smart manufacturing plants: Environment interfaces and intelligence,"© 2020 The Society of Manufacturing EngineersFilling the gaps between virtual and physical systems will open new doors in Smart Manufacturing. This work proposes a data-driven approach to utilize digital transformation methods to automate smart manufacturing systems. This is fundamentally enabled by using a digital twin to represent manufacturing cells, simulate system behaviors, predict process faults, and adaptively control manipulated variables. First, the manufacturing cell is accommodated to environments such as computer-aided applications, industrial Product Lifecycle Management solutions, and control platforms for automation systems. Second, a network of interfaces between the environments is designed and implemented to enable communication between the digital world and physical manufacturing plant, so that near-synchronous controls can be achieved. Third, capabilities of some members in the family of Deep Reinforcement Learning (DRL) are discussed with manufacturing features within the context of Smart Manufacturing. Trained results for Deep Q Learning algorithms are finally presented in this work as a case study to incorporate DRL-based artificial intelligence to the industrial control process. As a result, developed control methodology, named Digital Engine, is expected to acquire process knowledges, schedule manufacturing tasks, identify optimal actions, and demonstrate control robustness. The authors show that integrating a smart agent into the industrial platforms further expands the usage of the system-level digital twin, where intelligent control algorithms are trained and verified upfront before deployed to the physical world for implementation. Moreover, DRL approach to automated manufacturing control problems under facile optimization environments will be a novel combination between data science and manufacturing industries.",Artificial intelligence | Digital transformation | Robotics | Smart manufacturing systems | Virtual commissioning,Journal of Manufacturing Systems,2021-01-01,Article,"Xia, Kaishu;Sacco, Christopher;Kirkpatrick, Max;Saidy, Clint;Nguyen, Lam;Kircaliali, Anil;Harik, Ramy",Include,
10.1016/j.infsof.2022.107145,2-s2.0-85089084575,10.1016/j.jmsy.2020.07.018,A knowledge-based Digital Shadow for machining industry in a Digital Twin perspective,"© 2020 The Society of Manufacturing EngineersThis paper addresses the problems of data management and analytics for decision-aid by proposing a new vision of Digital Shadow (DS) which would be considered as the core component of a future Digital Twin. Knowledge generated by experts and artificial intelligence, is transformed into formal business rules and integrated into the DS to enable the characterization of the real behavior of the physical system throughout its operation stage. This behavior model is continuously enriched by direct or derived learning, in order to improve the digital twin. The proposed DS relies on data analytics (based on unsupervised learning) and on a knowledge inference engine. It enables the incidents to be detected and it is also able to decipher its operational context. An example of this application in the aeronautic machining industry is provided to stress both the feasibility of the proposition and its potential impact on shop floor performance.",Data and knowledge management | Digital shadow | Digital twin | Machining,Journal of Manufacturing Systems,2021-01-01,Article,"Ladj, Asma;Wang, Zhiqiang;Meski, Oussama;Belkadi, Farouk;Ritou, Mathieu;Da Cunha, Catherine",Exclude,
