Secondary study DOI,Primary study Scopus EID,Primary study DOI,Title,Abstract,Keywords,Publication venue,Publication date,Publication type,Authors,Ground truth,Reason
10.1016/j.infsof.2022.107128,2-s2.0-84903176990,10.1109/TSE.2014.2322358,Researcher bias: The use of machine learning in software defect prediction,"Background. The ability to predict defect-prone software components would be valuable. Consequently, there have been many empirical studies to evaluate the performance of different techniques endeavouring to accomplish this effectively. However no one technique dominates and so designing a reliable defect prediction model remains problematic. Objective. We seek to make sense of the many conflicting experimental results and understand which factors have the largest effect onpredictive performance. Method. We conduct a meta-analysis of all relevant, high quality primary studies of defect prediction to determine what factors influence predictive performance. This is based on 42 primary studies that satisfy our inclusion criteria that collectively report 600 sets of empirical prediction results. By reverse engineering a common response variable we build arandom effects ANOVA model to examine the relative contribution of four model building factors (classifier, data set, input metrics and researcher group) to model prediction performance. Results. Surprisingly we find that the choice of classifier has little impact upon performance (1.3 percent) and in contrast the major (31 percent) explanatory factor is the researcher group. It matters more who does the work than what is done. Conclusion. To overcome this high level of researcher bias, defect prediction researchers should (i) conduct blind analysis, (ii) improve reporting protocols and (iii) conduct more intergroup studies in order to alleviate expertise issues. Lastly, research is required to determine whether this bias is prevalent in other applications domains. © 2014 IEEE.",meta-analysis | researcher bias | Software defect prediction,IEEE Transactions on Software Engineering,2014-06-01,Article,"Shepperd, Martin;Bowes, David;Hall, Tracy",Include,
10.1016/j.infsof.2022.107128,2-s2.0-84955649457,10.1109/QRS.2015.14,Deep Learning for Just-in-Time Defect Prediction,"Defect prediction is a very meaningful topic, particularly at change-level. Change-level defect prediction, which is also referred as just-in-time defect prediction, could not only ensure software quality in the development process, but also make the developers check and fix the defects in time. Nowadays, deep learning is a hot topic in the machine learning literature. Whether deep learning can be used to improve the performance of just-in-time defect prediction is still uninvestigated. In this paper, to bridge this research gap, we propose an approach Deeper which leverages deep learning techniques to predict defect-prone changes. We first build a set of expressive features from a set of initial change features by leveraging a deep belief network algorithm. Next, a machine learning classifier is built on the selected features. To evaluate the performance of our approach, we use datasets from six large open source projects, i.e., Bugzilla, Columba, JDT, Platform, Mozilla, and PostgreSQL, containing a total of 137,417 changes. We compare our approach with the approach proposed by Kamei et al. The experimental results show that on average across the 6 projects, Deeper could discover 32.22% more bugs than Kamei et al's approach (51.04% versus 18.82% on average). In addition, Deeper can achieve F1-scores of 0.22-0.63, which are statistically significantly higher than those of Kamei et al.'s approach on 4 out of the 6 projects. © 2015 IEEE.",search-based software testing | test adequacy | test generation,Software Testing Verification and Reliability,2015-12-01,Article,"Fraser, Gordon;Walkinshaw, Neil",Include,
10.1016/j.infsof.2022.107128,2-s2.0-0024123707,10.1109/32.9061,Learning from Examples: Generation and Evaluation of Decision Trees for Software Resource Analysis,"Solutions to the problem of learning from examples will have far-reaching benefits, and therefore, the problem is one of the most widely studied in the field of machine learning. The purpose of this study is to investigate a general solution method for the problem, the automatic generation of decision (or classification) trees. The approach is to provide insights through in-depth empirical characterization and evaluation of decision trees for one problem domain, software resource data analysis. The purpose of the decision trees is to identify classes of objects (software modules) that had high development effort or faults, where “high” was defined to be in the uppermost quartile relative to past data. Sixteen software systems ranging from 3000 to 112 000 source lines have been selected for analysis from a NASA production environment. The collection and analysis of 74 attributes (or metrics), for over 4700 objects, capture a multitude of information about the objects: development effort, faults, changes, design style, and implementation style. A total of 9600 decision trees are automatically generated and evaluated based on several parameters: 1) attribute availability; 2) evaluation function heuristic; 3) tree termination criteria; 4) number of projects in the training set; 5) ordinal grouping of attributes; and 6) dependent variable. Sensitive 24 x 5 x 15 full-factorial analysis of variance models are employed to assess the performance contributions of the factors and their interactions simultaneously. The analysis focuses on the characterization and evaluation of decision tree accuracy, complexity, and composition. The decision trees correctly identified 79.3 percent of the software modules that had high development effort or faults, on the average across all 9600 trees. The decision trees generated from the best parameter combinations correctly identified 88.4 percent of the modules on the average. Visualization of the results is emphasized, and sample decision trees are included. © 1988 IEEE",Analysis of variance | decision trees | empirical measurement and evaluation | learning from examples | machine learning | software effort and error analysis | software metrics,IEEE Transactions on Software Engineering,1988-01-01,Article,"Selby, Richard W.;Porter, Adam A.",Include,
10.1016/j.infsof.2022.107128,2-s2.0-84875712394,10.1109/TSE.2012.43,Reducing features to improve code change-based bug prediction,"Machine learning classifiers have recently emerged as a way to predict the introduction of bugs in changes made to source code files. The classifier is first trained on software history, and then used to predict if an impending change causes a bug. Drawbacks of existing classifier-based bug prediction techniques are insufficient performance for practical use and slow prediction times due to a large number of machine learned features. This paper investigates multiple feature selection techniques that are generally applicable to classification-based bug prediction methods. The techniques discard less important features until optimal classification performance is reached. The total number of features used for training is substantially reduced, often to less than 10 percent of the original. The performance of Naive Bayes and Support Vector Machine (SVM) classifiers when using this technique is characterized on 11 software projects. Naive Bayes using feature selection provides significant improvement in buggy F-measure (21 percent improvement) over prior change classification bug prediction results (by the second and fourth authors [28]). The SVM's improvement in buggy F-measure is 9 percent. Interestingly, an analysis of performance for varying numbers of features shows that strong performance is achieved at even 1 percent of the original number of features. © 1976-2012 IEEE.",bug prediction | feature selection | machine learning | Reliability,IEEE Transactions on Software Engineering,2013-01-01,Article,"Shivaji, Shivkumar;James Whitehead, E.;Akella, Ram;Kim, Sunghun",Include,
10.1016/j.infsof.2022.107128,2-s2.0-85055679867,10.1016/j.jss.2007.05.035,Applying machine learning to software fault-proneness prediction,"The importance of software testing to quality assurance cannot be overemphasized. The estimation of a module's fault-proneness is important for minimizing cost and improving the effectiveness of the software testing process. Unfortunately, no general technique for estimating software fault-proneness is available. The observed correlation between some software metrics and fault-proneness has resulted in a variety of predictive models based on multiple metrics. Much work has concentrated on how to select the software metrics that are most likely to indicate fault-proneness. In this paper, we propose the use of machine learning for this purpose. Specifically, given historical data on software metric values and number of reported errors, an Artificial Neural Network (ANN) is trained. Then, in order to determine the importance of each software metric in predicting fault-proneness, a sensitivity analysis is performed on the trained ANN. The software metrics that are deemed to be the most critical are then used as the basis of an ANN-based predictive model of a continuous measure of fault-proneness. We also view fault-proneness prediction as a binary classification task (i.e., a module can either contain errors or be error-free) and use Support Vector Machines (SVM) as a state-of-the-art classification method. We perform a comparative experimental study of the effectiveness of ANNs and SVMs on a data set obtained from NASA's Metrics Data Program data repository. © 2007 Elsevier Inc. All rights reserved.",Maintainability | Performance | Quality | Reliability | Security,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),2018-01-01,Conference Paper,"Villalobos, Ignacio;Ferrer, Javier;Alba, Enrique",Include,
10.1016/j.infsof.2022.107128,2-s2.0-84994121213,10.1145/2568225.2568320,Dictionary learning based software defect prediction,"In order to improve the quality of a software system, software defect prediction aims to automatically identify defective software modules for efficient software test. To predict software defect, those classification methods with static code attributes have attracted a great deal of attention. In recent years, machine learning techniques have been applied to defect prediction. Due to the fact that there exists the similarity among different software modules, one software module can be approximately represented by a small proportion of other modules. And the representation coefficients over the pre-defined dictionary, which consists of historical software module data, are generally sparse. In this paper, we propose to use the dictionary learning technique to predict software defect. By using the characteristics of the metrics mined from the open source software, we learn multiple dictionaries (including defective module and defective-free module sub-dictionaries and the total dictionary) and sparse representation coefficients. Moreover, we take the misclassification cost issue into account because the misclassification of defective modules generally incurs much higher risk cost than that of defective-free ones. We thus propose a cost-sensitive discriminative dictionary learning (CDDL) approach for software defect classification and prediction. The widely used datasets from NASA projects are employed as test data to evaluate the performance of all compared methods. Experimental results show that CDDL outperforms several representative state-of-the-art defect prediction methods. © 2014 ACM.",cost-sensitive discriminative dictionary learning (CDDL) | dictionary learning | Software defect prediction | sparse representation,Proceedings - International Conference on Software Engineering,2014-05-31,Conference Paper,"Jing, Xiao Yuan;Ying, Shi;Zhang, Zhi Wu;Wu, Shan Shan;Liu, Jin",Include,
10.1016/j.infsof.2022.107128,2-s2.0-84893606732,10.1109/ASE.2013.6693087,Personalized defect prediction,"Many defect prediction techniques have been proposed. While they often take the author of the code into consideration, none of these techniques build a separate prediction model for each developer. Different developers have different coding styles, commit frequencies, and experience levels, causing different defect patterns. When the defects of different developers are combined, such differences are obscured, hurting prediction performance. This paper proposes personalized defect prediction - building a separate prediction model for each developer to predict software defects. As a proof of concept, we apply our personalized defect prediction to classify defects at the file change level. We evaluate our personalized change classification technique on six large software projects written in C and Java - the Linux kernel, PostgreSQL, Xorg, Eclipse, Lucene and Jackrabbit. Our personalized approach can discover up to 155 more bugs than the traditional change classification (210 versus 55) if developers inspect the top 20% lines of code that are predicted buggy. In addition, our approach improves the F1-score by 0.01-0.06 compared to the traditional change classification. © 2013 IEEE.",Change classification | machine learning | personalized defect prediction | software reliability,"2013 28th IEEE/ACM International Conference on Automated Software Engineering, ASE 2013 - Proceedings",2013-12-01,Conference Paper,"Jiang, Tian;Tan, Lin;Kim, Sunghun",Include,
10.1016/j.infsof.2022.107128,2-s2.0-85058619119,10.1109/QRS.2017.42,Software defect prediction via convolutional neural network,"To improve software reliability, software defect prediction is utilized to assist developers in finding potential bugs and allocating their testing efforts. Traditional defect prediction studies mainly focus on designing hand-crafted features, which are input into machine learning classifiers to identify defective code. However, these hand-crafted features often fail to capture the semantic and structural information of programs. Such information is important in modeling program functionality and can lead to more accurate defect prediction.In this paper, we propose a framework called Defect Prediction via Convolutional Neural Network (DP-CNN), which leverages deep learning for effective feature generation. Specifically, based on the programs' Abstract Syntax Trees (ASTs), we first extract token vectors, which are then encoded as numerical vectors via mapping and word embedding. We feed the numerical vectors into Convolutional Neural Network to automatically learn semantic and structural features of programs. After that, we combine the learned features with traditional hand-crafted features, for accurate software defect prediction. We evaluate our method on seven open source projects in terms of F-measure in defect prediction. The experimental results show that in average, DP-CNN improves the state-of-the-art method by 12%. © 2017 IEEE.",Anomaly detection | Machine learning | Microservices | Performance monitoring,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),2018-01-01,Conference Paper,"Du, Qingfeng;Xie, Tiandi;He, Yu",Include,
10.1016/j.infsof.2022.107128,2-s2.0-72549105852,10.1007/s11219-009-9079-6,Empirical validation of object-oriented metrics for predicting fault proneness models,"Empirical validation of software metrics used to predict software quality attributes is important to ensure their practical relevance in software organizations. The aim of this work is to find the relation of object-oriented (OO) metrics with fault proneness at different severity levels of faults. For this purpose, different prediction models have been developed using regression and machine learning methods. We evaluate and compare the performance of these methods to find which method performs better at different severity levels of faults and empirically validate OO metrics given by Chidamber and Kemerer. The results of the empirical study are based on public domain NASA data set. The performance of the predicted models was evaluated using Receiver Operating Characteristic (ROC) analysis. The results show that the area under the curve (measured from the ROC analysis) of models predicted using high severity faults is low as compared with the area under the curve of the model predicted with respect to medium and low severity faults. However, the number of faults in the classes correctly classified by predicted models with respect to high severity faults is not low. This study also shows that the performance of machine learning methods is better than logistic regression method with respect to all the severities of faults. Based on the results, it is reasonable to claim that models targeted at different severity levels of faults could help for planning and executing testing by focusing resources on fault-prone parts of the design and code that are likely to cause serious failures. © Springer Science+Business Media, LLC 2009.",Empirical validation | Fault prediction | Metrics | Object-oriented | Receiver operating characteristics analysis | Software quality,Software Quality Journal,2010-03-01,Article,"Singh, Yogesh;Kaur, Arvinder;Malhotra, Ruchika",Include,
10.1016/j.infsof.2022.107128,2-s2.0-84867365738,10.1109/TSE.2012.20,Toward comprehensible software fault prediction models using bayesian network classifiers,"Software testing is a crucial activity during software development and fault prediction models assist practitioners herein by providing an upfront identification of faulty software code by drawing upon the machine learning literature. While especially the Naive Bayes classifier is often applied in this regard, citing predictive performance and comprehensibility as its major strengths, a number of alternative Bayesian algorithms that boost the possibility of constructing simpler networks with fewer nodes and arcs remain unexplored. This study contributes to the literature by considering 15 different Bayesian Network (BN) classifiers and comparing them to other popular machine learning techniques. Furthermore, the applicability of the Markov blanket principle for feature selection, which is a natural extension to BN theory, is investigated. The results, both in terms of the AUC and the recently introduced H-measure, are rigorously tested using the statistical framework of Demšar. It is concluded that simple and comprehensible networks with less nodes can be constructed using BN classifiers other than the Naive Bayes classifier. Furthermore, it is found that the aspects of comprehensibility and predictive performance need to be balanced out, and also the development context is an item which should be taken into account during model selection. © 1976-2012 IEEE.",Bayesian networks | classification | comprehensibility | Software fault prediction,IEEE Transactions on Software Engineering,2013-02-08,Article,"Dejaeger, Karel;Verbraken, Thomas;Baesens, Bart",Include,
10.1016/j.infsof.2022.107128,2-s2.0-28244461468,10.1109/MS.2005.149,Building effective defect-prediction models in practice,Successfully predicting defect-prone software modules can help developers improve product quality by focusing quality assurance activities on those modules. Emerging repositories of publicly available software engineering data sets support research in this area by providing static measures and defect data that developers can use to build prediction models and test their effectiveness. Stratifying NASA data sets from the PROMISE repository according to module size showed improved prediction performance in the subsets that included larger modules. © 2005 IEEE.,,IEEE Software,2005-11-01,Article,"Koru, A. Güneş;Liu, Hongfang",Include,
10.1016/j.infsof.2022.107128,2-s2.0-85064900689,10.1016/j.asoc.2015.04.045,Software defect prediction using cost-sensitive neural network,"The software development life cycle generally includes analysis, design, implementation, test and release phases. The testing phase should be operated effectively in order to release bug-free software to end users. In the last two decades, academicians have taken an increasing interest in the software defect prediction problem, several machine learning techniques have been applied for more robust prediction. A different classification approach for this problem is proposed in this paper. A combination of traditional Artificial Neural Network (ANN) and the novel Artificial Bee Colony (ABC) algorithm are used in this study. Training the neural network is performed by ABC algorithm in order to find optimal weights. The False Positive Rate (FPR) and False Negative Rate (FNR) multiplied by parametric cost coefficients are the optimization task of the ABC algorithm. Software defect data in nature have a class imbalance because of the skewed distribution of defective and non-defective modules, so that conventional error functions of the neural network produce unbalanced FPR and FNR results. The proposed approach was applied to five publicly available datasets from the NASA Metrics Data Program repository. Accuracy, probability of detection, probability of false alarm, balance, Area Under Curve (AUC), and Normalized Expected Cost of Misclassification (NECM) are the main performance indicators of our classification approach. In order to prevent random results, the dataset was shuffled and the algorithm was executed 10 times with the use of n-fold cross-validation in each iteration. Our experimental results showed that a cost-sensitive neural network can be created successfully by using the ABC optimization algorithm for the purpose of software defect prediction. © 2015 Elsevier B.V. All rights reserved.",Automatic code review | Machine learning | Multi-instance learning | Software mining,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),2019-01-01,Conference Paper,"Li, Heng Yi;Shi, Shu Ting;Thung, Ferdian;Huo, Xuan;Xu, Bowen;Li, Ming;Lo, David",Include,
10.1016/j.infsof.2022.107128,2-s2.0-85067802043,10.1007/s10515-011-0092-1,Sample-based software defect prediction with active and semi-supervised learning,"Software defect prediction can help us better understand and control software quality. Current defect prediction techniques are mainly based on a sufficient amount of historical project data. However, historical data is often not available for new projects and for many organizations. In this case, effective defect prediction is difficult to achieve. To address this problem, we propose sample-based methods for software defect prediction. For a large software system, we can select and test a small percentage of modules, and then build a defect prediction model to predict defect-proneness of the rest of the modules. In this paper, we describe three methods for selecting a sample: random sampling with conventional machine learners, random sampling with a semi-supervised learner and active sampling with active semi-supervised learner. To facilitate the active sampling, we propose a novel active semi-supervised learning method ACoForest which is able to sample the modules that are most helpful for learning a good prediction model. Our experiments on PROMISE datasets show that the proposed methods are effective and have potential to be applied to industrial practice. © 2011 Springer Science+Business Media, LLC.",ANN | Data clustering | Faults detection | Pattern recognition,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),2019-01-01,Conference Paper,"Choraś, Michał;Pawlicki, Marek;Kozik, Rafał",Include,
